,name,number of platforms,platforms,number of stores,stores,number of genres,genres,tags,release date,rating,max rating,rating count,metacritic score,added,month
852,Cosmic Star Heroine,3,"['PC', 'PlayStation', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store']",2,"['Indie', 'RPG']","['2D', 'Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Female Protagonist', 'Great Soundtrack', 'JRPG', 'Pixel Graphics', 'Retro', 'RPG', 'Sci-fi', 'Singleplayer', 'Turn-Based Combat', 'role-playing', 'steam-trading-cards']",2017-04-10,3.34,4,31,77,"{'yet': 18, 'owned': 165, 'beaten': 12, 'toplay': 5, 'dropped': 13, 'playing': 7}",4
853,The Bunker,6,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Nintendo Store']",4,"['Indie', 'Adventure', 'Action', 'Simulation']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'FMV', 'Great Soundtrack', 'Horror', 'Movie', 'Singleplayer', 'Story Rich', 'steam-trading-cards']",2016-09-20,3.28,4,39,57,"{'yet': 10, 'owned': 156, 'beaten': 37, 'toplay': 11, 'dropped': 3, 'playing': 2}",9
854,Downfall,1,['PC'],2,"['Steam', 'GOG']",2,"['Indie', 'Adventure']","['2D', 'Steam Achievements', 'Atmospheric', 'Dark', 'Gore', 'Great Soundtrack', 'Horror', 'Point & Click', 'Singleplayer', 'Story Rich', 'steam-trading-cards']",2016-02-15,4.26,4,31,75,"{'yet': 19, 'owned': 163, 'beaten': 28, 'toplay': 4, 'dropped': 4, 'playing': 1}",2
855,Impact Winter,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Indie', 'Adventure', 'Simulation']","['Full controller support', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Singleplayer', 'Survival']",2017-04-11,2.6,3,10,62,"{'yet': 17, 'owned': 191, 'beaten': 2, 'toplay': 6, 'dropped': 2}",4
856,Planetbase,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Strategy', 'Indie', 'Simulation']","['Steam Achievements', 'Atmospheric', 'Base Building', 'Steam Workshop', 'Building', 'City Builder', 'Crafting', 'Management', 'Multiplayer', 'Open World', 'Resource Management', 'RTS', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'Survival', 'steam-trading-cards']",2015-10-15,3.52,4,29,70,"{'yet': 9, 'owned': 181, 'beaten': 7, 'toplay': 5, 'dropped': 13, 'playing': 3}",10
857,Monster Slayers,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",3,"['Indie', 'Action', 'RPG']","['2D', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Card Game', 'RPG', 'Singleplayer', 'Turn-Based', 'role-playing', 'Roguelike', 'Roguelite']",2017-03-23,3.5,4,8,86,"{'yet': 11, 'owned': 202, 'beaten': 2, 'toplay': 1, 'dropped': 1}",3
858,Frozen Cortex,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",3,"['Strategy', 'Indie', 'Sports']","['Cross-Platform Multiplayer', 'Full controller support', 'Steam Achievements', 'Great Soundtrack', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'controller support', 'Roguelike']",2015-02-18,2.86,4,7,79,"{'yet': 16, 'owned': 194, 'toplay': 1, 'dropped': 5, 'playing': 1}",2
859,Trover saves the Universe,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Action-Adventure', 'Horror', 'Singleplayer', 'VR', '3rd-Person Perspective']",2019-05-31,4.06,4,35,77,"{'yet': 10, 'owned': 110, 'beaten': 18, 'toplay': 56, 'dropped': 9, 'playing': 13}",5
860,Green Hell,1,['PC'],1,['Steam'],2,"['Indie', 'Simulation']","['Crafting', 'Early Access', 'Horror', 'Multiplayer', 'Open World', 'Singleplayer', 'Survival']",2018-08-29,3.61,4,23,77,"{'yet': 11, 'owned': 162, 'beaten': 6, 'toplay': 20, 'dropped': 10, 'playing': 6}",8
861,Shadows: Awakening,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",2,"['Action', 'RPG']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Crafting', 'CRPG', 'Dark Fantasy', 'Demons', 'Fantasy', 'Hack and Slash', 'Loot', 'Magic', 'Narration', 'Party-Based RPG', 'Real-Time', 'RPG', 'Singleplayer', 'Story Rich', 'Violent']",2018-08-31,3.55,4,28,73,"{'yet': 10, 'owned': 171, 'beaten': 8, 'toplay': 12, 'dropped': 9, 'playing': 5}",8
862,Rez Infinite,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",3,"['Casual', 'Indie', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Great Soundtrack', 'Music', 'On-Rails Shooter', 'Psychedelic', 'Rhythm', 'Sci-fi', 'Singleplayer', 'VR', 'steam-trading-cards']",2016-10-13,4.29,5,53,91,"{'yet': 10, 'owned': 160, 'beaten': 25, 'toplay': 8, 'dropped': 5, 'playing': 6}",10
863,Football Manager 2018,1,['PC'],1,['Steam'],2,"['Simulation', 'Sports']","['Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Football', 'Horror', 'Management', 'Multiplayer', 'Singleplayer', 'Soccer']",2017-11-10,4.0,4,72,81,"{'yet': 3, 'owned': 145, 'beaten': 30, 'toplay': 2, 'dropped': 23, 'playing': 10}",11
864,Football Manager 2019,3,"['PC', 'Apple Macintosh', 'Nintendo']",3,"['Steam', 'Xbox Store', 'Nintendo Store']",2,"['Simulation', 'Sports']","['Football', 'Heist', 'Management', 'Multiplayer', 'Singleplayer', 'Soccer']",2018-11-02,4.12,4,77,86,"{'yet': 8, 'owned': 133, 'beaten': 17, 'toplay': 5, 'dropped': 26, 'playing': 23}",11
865,Total Annihilation,1,['PC'],1,['Steam'],1,['Strategy'],"[""1990's"", 'Atmospheric', 'Classic', 'Co-op', 'Great Soundtrack', 'Multiplayer', 'Retro', 'Robots', 'RTS', 'Sci-fi', 'Singleplayer', 'cooperative']",2015-12-18,4.36,5,32,86,"{'yet': 8, 'owned': 161, 'beaten': 26, 'toplay': 4, 'dropped': 12}",12
866,NeverEnd,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",2,"['Steam', 'PlayStation Store']",2,"['Indie', 'Adventure']","['Full controller support', 'Steam Achievements', 'Singleplayer', 'Roguelike', 'steam-trading-cards']",2017-02-16,2.0,1,9,44,"{'yet': 5, 'owned': 203, 'beaten': 1, 'dropped': 2}",2
867,Seraph,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",1,['Action'],"['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Female Protagonist', 'Great Soundtrack', 'Metroidvania', 'Side Scroller', 'Singleplayer', 'steam-trading-cards']",2016-09-20,2.86,4,14,80,"{'yet': 9, 'owned': 191, 'beaten': 5, 'toplay': 2, 'dropped': 3, 'playing': 1}",9
868,Youtubers Life,4,"['PC', 'Android', 'Apple Macintosh', 'Linux']",2,"['Steam', 'Google Play']",3,"['Strategy', 'Indie', 'Simulation']","['Steam Achievements', 'Steam Cloud', 'Character Customization', 'Comedy', 'Family Friendly', 'Female Protagonist', 'Free to Play', 'Funny', 'Illuminati', 'Management', 'Memes', 'Multiplayer', 'Open World', 'Realistic', 'Sandbox', 'Singleplayer', 'Walking Simulator', 'steam-trading-cards']",2017-02-02,2.82,3,38,63,"{'yet': 4, 'owned': 167, 'beaten': 12, 'toplay': 3, 'dropped': 24}",2
869,Mario Tennis Aces,1,['Nintendo'],1,['Nintendo Store'],2,"['Arcade', 'Sports']","['Cute', 'Family Friendly', 'Multiplayer', 'Singleplayer', 'exclusive', 'true exclusive']",2018-06-21,3.76,4,85,75,"{'yet': 14, 'owned': 32, 'beaten': 60, 'toplay': 43, 'dropped': 37, 'playing': 24}",6
870,Battlefleet Gothic: Armada,1,['PC'],2,"['Steam', 'Xbox Store']",1,['Strategy'],"['Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Co-op', 'Fantasy', 'Games Workshop', 'Great Soundtrack', 'Multiplayer', 'Real Time Tactics', 'RTS', 'Sci-fi', 'Singleplayer', 'Space', 'Survival', 'Tactical', 'Warhammer 40K', 'cooperative', 'steam-trading-cards']",2016-04-21,3.86,4,21,77,"{'yet': 18, 'owned': 173, 'beaten': 6, 'toplay': 6, 'dropped': 5, 'playing': 2}",4
871,Sunless Skies,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",3,"['Indie', 'Adventure', 'RPG']","['2D', 'Early Access', 'Kickstarter', 'Lovecraftian', 'RPG', 'Singleplayer', 'Steampunk', 'Story Rich', 'Roguelike']",2017-08-30,4.1,4,21,87,"{'yet': 14, 'owned': 148, 'beaten': 4, 'toplay': 28, 'dropped': 8, 'playing': 6}",8
872,The Long Journey Home,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store']",6,"['Adventure', 'Action', 'RPG', 'Strategy', 'Simulation', 'Indie']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Exploration', 'Procedural Generation', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'Story Rich', 'Survival', 'Roguelike', 'steam-trading-cards']",2017-05-30,2.9,3,8,68,"{'yet': 20, 'owned': 177, 'toplay': 6, 'dropped': 3, 'playing': 1}",5
873,Aporia: Beyond The Valley,1,['PC'],1,['Steam'],2,"['Indie', 'Adventure']","['Full controller support', 'Atmospheric', 'First-Person', 'Horror', 'Singleplayer']",2017-07-19,2.91,3,11,71,"{'yet': 9, 'owned': 188, 'beaten': 4, 'toplay': 3, 'dropped': 2}",7
874,Through the Woods,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",2,"['Indie', 'Adventure']","['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Female Protagonist', 'Horror', 'Mythology', 'Singleplayer', 'Third Person', 'Walking Simulator', 'nature', 'steam-trading-cards']",2016-10-26,3.05,3,19,63,"{'yet': 14, 'owned': 172, 'beaten': 8, 'toplay': 6, 'dropped': 5, 'playing': 1}",10
875,EA SPORTS NHL 18,2,"['PlayStation', 'Xbox']",2,"['PlayStation Store', 'Xbox Store']",1,['Sports'],"['Multiplayer', 'Singleplayer', 'hockey']",2017-09-15,3.48,4,50,76,"{'yet': 3, 'owned': 169, 'beaten': 13, 'toplay': 1, 'dropped': 17, 'playing': 3}",9
876,Omensight,3,"['PC', 'PlayStation', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['Full controller support', 'RPG', 'Singleplayer']",2018-05-14,3.62,4,23,75,"{'yet': 20, 'owned': 136, 'beaten': 11, 'toplay': 26, 'dropped': 6, 'playing': 3}",5
877,Dungelot: Shattered Lands,2,"['PC', 'iOS']",2,"['Steam', 'App Store']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['Steam Achievements', 'Steam Cloud', 'Dungeon Crawler', 'Loot', 'RPG', 'Singleplayer', 'Roguelite', 'Roguelike', 'steam-trading-cards']",2016-01-21,3.5,4,18,78,"{'yet': 3, 'owned': 191, 'beaten': 1, 'dropped': 6, 'playing': 1}",1
878,I Expect You To Die,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",2,"['Indie', 'Puzzle']","['Steam Achievements', 'Singleplayer', 'VR', 'steam-trading-cards']",2016-12-13,4.4,4,42,76,"{'yet': 9, 'owned': 144, 'beaten': 30, 'toplay': 6, 'dropped': 10, 'playing': 2}",12
879,Mainlining,2,"['PC', 'Nintendo']",3,"['Steam', 'GOG', 'Nintendo Store']",4,"['Indie', 'Adventure', 'Simulation', 'Puzzle']","['2D', 'Other', 'Great Soundtrack', 'Hacking', 'Memes', 'Pixel Graphics', 'Point & Click', 'Programming', 'Singleplayer', 'Story Rich', 'Typing', 'overlay', 'steam-trading-cards']",2017-01-25,3.5,4,10,73,"{'yet': 8, 'owned': 180, 'beaten': 4, 'toplay': 4, 'dropped': 4, 'playing': 1}",1
880,Judgment (2019),1,['PlayStation'],1,['PlayStation Store'],2,"['Adventure', 'Action']","['3rd-Person Perspective', 'exclusive', 'true exclusive']",2019-06-25,4.24,5,30,80,"{'yet': 21, 'owned': 17, 'beaten': 28, 'toplay': 114, 'dropped': 4, 'playing': 15}",6
881,Yonder: The Cloud Catcher Chronicles,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Adventure', 'Action']","['Captions available', 'Full controller support', 'Agriculture', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Building', 'Crafting', 'Cute', 'Exploration', 'Family Friendly', 'Fantasy', 'Fishing', 'Great Soundtrack', 'Nudity', 'Open World', 'Relaxing', 'RPG', 'Sandbox', 'Singleplayer', 'Third Person', 'role-playing', 'steam-trading-cards', 'lifestyle']",2017-07-17,3.51,4,34,70,"{'yet': 9, 'owned': 140, 'beaten': 13, 'toplay': 17, 'dropped': 14, 'playing': 4}",7
882,Persona 5: Dancing in Starlight,2,['PlayStation'],1,['PlayStation Store'],1,['Action'],"['Atmospheric', 'Funny', 'Music', 'Rhythm', 'dance', 'dancing', 'rhythm-music', 'crossover']",2018-05-24,3.85,4,46,72,"{'yet': 11, 'owned': 106, 'beaten': 43, 'toplay': 18, 'dropped': 12, 'playing': 6}",5
883,Kingsway,1,['PC'],2,"['Steam', 'GOG']",3,"['Adventure', 'RPG', 'Simulation']","['Steam Achievements', 'Pixel Graphics', 'Retro', 'RPG', 'Singleplayer', 'role-playing', 'Roguelike']",2017-07-17,3.75,4,14,79,"{'yet': 19, 'owned': 148, 'beaten': 5, 'toplay': 8, 'dropped': 12, 'playing': 3}",7
884,Woolfe - The Red Hood Diaries,1,['PC'],1,['Steam'],3,"['Indie', 'Adventure', 'Action']","['3D Platformer', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Female Protagonist', 'Short', 'Side Scroller', 'Singleplayer', 'Steampunk', 'steam-trading-cards']",2015-03-17,3.15,3,20,55,"{'yet': 6, 'owned': 167, 'beaten': 14, 'toplay': 3, 'dropped': 4}",3
885,Albert and Otto,6,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Google Play']",3,"['Indie', 'Adventure', 'Puzzle']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Cinematic', 'Controller', 'Dark', 'Difficult', 'Horror', 'Puzzle-Platformer', 'Side Scroller', 'Singleplayer', 'Surreal', 'steam-trading-cards']",2015-10-28,3.43,4,6,69,"{'yet': 12, 'owned': 175, 'beaten': 4, 'toplay': 1, 'dropped': 2}",10
886,CLANNAD,3,"['PC', 'PlayStation', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Nintendo Store']",2,"['Casual', 'Adventure']","['2D', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Choices Matter', 'Classic', 'Comedy', 'Cute', 'Dating Sim', 'Drama', 'Family Friendly', 'Great Soundtrack', 'Horror', 'Memes', 'Multiple Endings', 'Nudity', 'Romance', 'Singleplayer', 'Story Rich', 'Visual Novel', 'steam-trading-cards']",2015-11-23,4.52,5,21,83,"{'yet': 15, 'owned': 152, 'beaten': 11, 'toplay': 7, 'dropped': 3, 'playing': 6}",11
887,Shadow Blade: Reload,6,"['PC', 'PlayStation', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'App Store', 'Nintendo Store']",4,"['Casual', 'Indie', 'Arcade', 'Action']","['Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Other', 'Fast-Paced', 'Ninja', 'Singleplayer', 'steam-trading-cards']",2015-08-10,3.3,3,10,70,"{'yet': 7, 'owned': 175, 'beaten': 7, 'toplay': 1, 'dropped': 3}",8
888,Scrap Garden,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],3,"['Indie', 'Adventure', 'Action']","['3D Platformer', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Controller', 'Cute', 'Dragons', 'Exploration', 'Family Friendly', 'Physics', 'Post-apocalyptic', 'Puzzle-Platformer', 'Robots', 'Short', 'Singleplayer', 'Third Person', 'steam-trading-cards']",2016-05-06,2.12,1,8,58,"{'yet': 15, 'owned': 171, 'beaten': 2, 'toplay': 1, 'dropped': 3, 'playing': 1}",5
889,VoidExpanse,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],5,"['Action', 'RPG', 'Strategy', 'Simulation', 'Indie']","['Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Character Customization', 'Classic', 'Moddable', 'Multiplayer', 'Multiple Endings', 'Open World', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Top-Down', 'Online multiplayer', 'steam-trading-cards']",2015-04-02,3.0,4,11,59,"{'yet': 7, 'owned': 179, 'beaten': 1, 'dropped': 2, 'playing': 1}",4
890,The Jackbox Party Pack 6,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",1,['Casual'],"['Full controller support', 'Steam Achievements', 'Local Co-Op', 'Local Multiplayer', 'Singleplayer', 'party', 'Steam Trading Cards']",2019-10-17,4.09,4,22,75,"{'yet': 1, 'owned': 162, 'beaten': 4, 'toplay': 10, 'dropped': 8, 'playing': 5}",10
891,Metroid: Samus Returns,1,['Nintendo'],1,['Nintendo Store'],2,"['Platformer', 'Action']","['Metroidvania', 'exclusive', 'true exclusive']",2017-09-15,4.33,4,68,88,"{'yet': 23, 'owned': 23, 'beaten': 65, 'toplay': 42, 'dropped': 19, 'playing': 17}",9
892,Blacksad: Under the Skin,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",1,['Adventure'],"['Full controller support', 'Dark', 'Detective', 'Investigation', 'Noir', 'Quick-Time Events', 'Singleplayer', 'creative', 'boxing', 'city', 'hunt']",2019-11-05,3.79,4,36,63,"{'yet': 30, 'owned': 21, 'beaten': 27, 'toplay': 99, 'dropped': 5, 'playing': 6}",11
893,Dragon Saga,1,['PC'],1,['Steam'],1,['Massively Multiplayer'],"['Partial Controller Support', 'Anime', 'Steam Achievements', 'Cute', 'Dragons', 'Free to Play', 'MMORPG', 'Multiplayer', 'RPG', 'Singleplayer', 'mmo', 'steam-trading-cards']",2015-12-22,3.41,4,17,65,"{'owned': 175, 'beaten': 1, 'toplay': 1, 'dropped': 10}",12
894,PixelJunk Nom Nom Galaxy,1,['PC'],1,['Steam'],4,"['Casual', 'Strategy', 'Indie', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Base Building', 'Building', 'Co-op', 'Exploration', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Metroidvania', 'Multiplayer', 'Online Co-Op', 'Pixel Graphics', 'Sandbox', 'Singleplayer', 'Split Screen', 'Survival', 'cooperative', 'steam-trading-cards']",2015-08-03,2.67,4,9,68,"{'yet': 2, 'owned': 176, 'beaten': 3, 'dropped': 6}",8
895,Rogue Stormers,4,"['PC', 'PlayStation', 'Xbox', 'Linux']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Indie', 'Action']","['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Co-op', 'Fast-Paced', 'Female Protagonist', 'Local Co-Op', 'Multiplayer', 'Online Co-Op', 'RPG', ""Shoot 'Em Up"", 'Side Scroller', 'Singleplayer', 'Split Screen', 'Twin Stick Shooter', 'cooperative', 'Roguelite', 'Roguelike', 'steam-trading-cards']",2016-04-21,3.0,4,10,68,"{'yet': 11, 'owned': 170, 'beaten': 1, 'dropped': 4}",4
896,Three Fourths Home: Extended Edition,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",2,"['Steam', 'itch.io']",2,"['Indie', 'Adventure']","['Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Controller', 'Minimalist', 'Singleplayer', 'Story Rich', 'Stylized', 'Surreal', 'Visual Novel', 'Story', 'Narrative', 'dialogue', 'character-driven', 'steam-trading-cards']",2015-03-20,3.42,4,19,77,"{'yet': 4, 'owned': 163, 'beaten': 16, 'dropped': 3}",3
897,Close To The Sun,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store', 'Epic Games']",4,"['Indie', 'Adventure', 'Action', 'Puzzle']","['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Blood', 'Other', 'Dark', 'Exploration', 'First-Person', 'Gore', 'Mature', 'Noir', 'Singleplayer', 'Steampunk', 'Violent']",2019-05-02,3.57,4,32,66,"{'yet': 55, 'owned': 46, 'beaten': 26, 'toplay': 52, 'dropped': 6}",5
898,Super Cloudbuilt,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Indie', 'Adventure', 'Action']","['3D Platformer', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Difficult', 'Female Protagonist', 'Parkour', 'Singleplayer', 'steam-trading-cards']",2017-07-25,3.4,4,9,76,"{'yet': 16, 'owned': 163, 'beaten': 3, 'dropped': 3}",7
899,God Eater 3,3,"['PC', 'PlayStation', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Nintendo Store']",3,"['Adventure', 'Action', 'RPG']","['Action RPG', 'Partial Controller Support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Character Customization', 'Co-op', 'Hack and Slash', 'Hunting', 'Multiplayer', 'Online Co-Op', 'RPG', 'Singleplayer', 'Online multiplayer', 'cooperative', '3rd-Person Perspective', 'slasher', 'japanese']",2019-02-08,3.52,4,29,72,"{'yet': 18, 'owned': 90, 'beaten': 11, 'toplay': 50, 'dropped': 11, 'playing': 4}",2
900,NEON STRUCT,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],2,"['Indie', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Cyberpunk', 'Female Protagonist', 'First-Person', 'Great Soundtrack', 'Singleplayer', 'Stealth', 'Story Rich', 'steam-trading-cards', 'Immersive Sim']",2015-05-20,3.11,4,9,62,"{'yet': 10, 'owned': 168, 'beaten': 2, 'toplay': 1, 'dropped': 2}",5
901,Star Trek: Bridge Crew,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",3,"['Casual', 'RPG', 'Simulation']","['Partial Controller Support', 'Co-op', 'Multiplayer', 'Online Co-Op', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'VR', 'Online multiplayer', 'cooperative', 'steam-trading-cards']",2016-12-31,3.88,4,25,75,"{'yet': 7, 'owned': 153, 'beaten': 5, 'toplay': 3, 'dropped': 12, 'playing': 2}",12
902,Terminator: Resistance,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",1,['Action'],"['Full controller support', 'Steam Achievements', 'Crafting', 'First-Person', 'Nudity', 'Sexual Content', 'Singleplayer', 'Violent']",2019-11-13,3.18,4,33,54,"{'yet': 11, 'owned': 95, 'beaten': 17, 'toplay': 42, 'dropped': 13, 'playing': 4}",11
903,Magnetic: Cage Closed,2,"['PC', 'Xbox']",2,"['Steam', 'Xbox Store']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Choices Matter', 'Female Protagonist', 'First-Person', 'Horror', 'Puzzle-Platformer', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Thriller', 'steam-trading-cards']",2015-05-26,3.0,3,6,61,"{'yet': 3, 'owned': 167, 'beaten': 4, 'toplay': 6, 'playing': 1}",5
