name,id,number of platforms,platforms,number of stores,stores,number of genres,genres,tags,release date,rating,max rating,rating count,metacritic score,yet,owned,beaten,toplay,dropped,playing,users,month,year
Batman: Return to Arkham,1009,2,"['PlayStation', 'Xbox']",2,"['PlayStation Store', 'Xbox Store']",2,"['Adventure', 'Action']","['Batman', 'Comic Book', 'Dark', 'Story', 'online', 'hospital', 'city', 'comics', 'clowns']",2016-10-18,4.42,5,50,75,17,33,45,22,7,5,83,10,2016
Fire Emblem Fates: Conquest,23759,1,['Nintendo'],1,['Nintendo Store'],2,"['Strategy', 'RPG']",['role-playing'],2016-02-19,3.71,4,57,87,20,18,63,7,15,5,86,2,2016
OVIVO,22022,6,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Nintendo Store']",5,"['Adventure', 'Action', 'Casual', 'Arcade', 'Indie']","['2D', 'Full controller support', 'Abstract', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Controller', 'Difficult', 'Exploration', 'Great Soundtrack', 'Minimalist', 'Mystery', 'Physics', 'Psychedelic', 'Puzzle-Platformer', 'Singleplayer', 'Surreal', 'steam-trading-cards']",2017-05-12,3.91,4,11,71,9,108,4,4,2,1,113,5,2017
Operencia: The Stolen Sun,274789,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store', 'Epic Games']",1,['RPG'],"['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Dungeon Crawler', 'RPG', 'Singleplayer', 'role-playing']",2019-03-29,3.64,4,24,79,11,79,4,22,10,1,84,3,2019
Starpoint Gemini Warlords,11113,2,"['PC', 'Xbox']",3,"['Steam', 'Xbox Store', 'GOG']",4,"['Strategy', 'Action', 'RPG', 'Simulation']","['Full controller support', '4X', 'Partial Controller Support', 'Steam Cloud', 'Base Building', 'Steam Workshop', 'Early Access', 'Moddable', 'Open World', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'Strategy RPG', 'role-playing', '3D', 'steam-trading-cards']",2016-04-13,2.33,1,9,74,9,107,0,5,4,1,108,4,2016
The Guest,16132,2,"['PC', 'Apple Macintosh']",2,"['Steam', 'GOG']",3,"['Indie', 'Adventure', 'Puzzle']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'First-Person', 'Horror', 'Mystery', 'Singleplayer', 'Walking Simulator', 'controller support', 'overlay', 'steam-trading-cards']",2016-03-09,3.67,4,9,68,11,104,7,1,2,1,112,3,2016
Planar Conquest,163,4,"['PC', 'iOS', 'Apple Macintosh', 'Linux']",2,"['Steam', 'App Store']",5,"['RPG', 'Strategy', 'Simulation', 'Indie', 'Board Games']","['4X', 'Steam Achievements', 'Steam Cloud', 'Exploration', 'Fantasy', 'Grand Strategy', 'Magic', 'RPG', 'Singleplayer', 'Turn-Based', 'Turn-Based Strategy', 'Wargame', 'steam-trading-cards']",2016-02-02,2.71,1,7,53,4,118,1,1,2,0,119,2,2016
Attack on Titan 2,51320,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",1,['Action'],"['Partial Controller Support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Character Customization', 'Co-op', 'Gore', 'Horror', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'RPG', 'Singleplayer', 'Online multiplayer', 'cooperative']",2018-03-14,3.86,4,28,75,12,64,18,9,17,4,86,3,2018
Splatoon,23935,1,['Nintendo'],1,['Nintendo Store'],1,['Action'],"['exclusive', 'true exclusive']",2015-05-29,4.08,4,59,81,5,25,64,4,23,3,92,5,2015
Immortal: Unchained,58495,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",4,"['Adventure', 'Action', 'RPG', 'Fighting']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'RPG', 'Singleplayer', 'Violent', 'Souls-like', 'steam-trading-cards']",2018-09-07,3.04,3,23,54,5,96,2,12,8,1,99,9,2018
7th Sector,292945,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Indie', 'Adventure']","['Partial Controller Support', 'Steam Achievements', 'Horror', 'Singleplayer']",2019-03-05,3.92,4,13,74,8,89,7,10,8,1,97,3,2019
Has-Been Heroes,63,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",4,"['Strategy', 'Indie', 'Action', 'RPG']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'RPG', 'Singleplayer', 'Roguelite', 'Roguelike', 'steam-trading-cards']",2017-03-27,3.57,4,7,63,2,112,3,3,3,0,115,3,2017
The Legend of Heroes: Trails in the Sky SC,11498,1,['PC'],2,"['Steam', 'GOG']",1,['RPG'],"['Partial Controller Support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Classic', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'JRPG', 'RPG', 'Singleplayer', 'Story Rich', 'Turn-Based', 'Turn-Based Combat', 'achievements', 'overlay', 'role-playing', 'steam-trading-cards']",2015-10-28,4.41,5,27,80,15,76,22,4,2,4,102,10,2015
Anarchy Online,13275,1,['PC'],1,['Steam'],5,"['Adventure', 'Action', 'RPG', 'Strategy', 'Massively Multiplayer']","['In-App Purchases', 'Free to Play', 'MMORPG', 'Multiplayer', 'Open World', 'RPG', 'Sci-fi', 'Singleplayer', 'mmo']",2017-02-22,3.38,3,8,72,3,110,2,0,8,0,112,2,2017
The Occupation,50575,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Singleplayer', 'Immersive Sim']",2019-03-04,3.33,3,18,67,13,40,8,53,6,1,49,3,2019
INSOMNIA: The Ark,60973,1,['PC'],2,"['Steam', 'GOG']",2,"['Action', 'RPG']","['Character Customization', 'Choices Matter', 'Horror', 'Lore-Rich', 'Post-apocalyptic', 'RPG', 'Sci-fi', 'Singleplayer', 'Space']",2018-09-27,3.76,4,21,54,11,69,4,30,6,1,74,9,2018
DreamBreak,18376,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Cyberpunk', 'Pixel Graphics', 'Singleplayer', 'controller support', 'steam-trading-cards']",2016-07-20,1.73,1,11,46,5,109,4,1,1,0,113,7,2016
Feudal Alloy,46533,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Indie', 'Action', 'RPG']","['2D', 'Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Controller', 'Exploration', 'Medieval', 'Metroidvania', 'Robots', 'RPG', 'Singleplayer', 'role-playing']",2019-01-16,3.5,4,14,76,8,63,5,32,9,1,69,1,2019
Daymare: 1998,275636,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Gore', 'Horror', 'Singleplayer', 'Violent']",2019-09-16,2.11,1,16,61,2,85,5,18,7,0,90,9,2019
Sky: Children of the Light,244698,3,"['iOS', 'Android', 'Nintendo']",3,"['App Store', 'Nintendo Store', 'Google Play']",4,"['Family', 'Adventure', 'RPG', 'Puzzle']","['Cute', 'Family Friendly', 'Multiplayer', 'Beautiful', 'peaceful', 'friendly', 'kid-safe', 'non-violence', 'safe-for-kids']",2019-07-18,4.15,4,39,81,11,18,14,46,16,12,44,7,2019
Animal Crossing: Pocket Camp,49326,2,"['iOS', 'Android']",3,"['App Store', 'Nintendo Store', 'Google Play']",4,"['Casual', 'Strategy', 'Family', 'Simulation']","['Cute', 'Family Friendly', 'Kids/Family', 'Management']",2017-11-21,2.86,3,70,72,3,19,7,2,67,19,45,11,2017
House of the Dying Sun,14627,1,['PC'],1,['Steam'],3,"['Indie', 'Action', 'Simulation']","['Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'VR']",2016-11-01,3.8,4,9,76,3,101,4,0,5,3,108,11,2016
Eagle Flight,875,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",2,"['Action', 'Simulation']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Flight', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'VR', 'Online multiplayer', 'steam-trading-cards']",2016-11-08,3.15,4,20,74,3,96,5,1,8,3,104,11,2016
Xenoblade Chronicles X,23756,1,['Nintendo'],1,['Nintendo Store'],3,"['Adventure', 'Action', 'RPG']","['role-playing', 'exclusive', 'true exclusive']",2015-12-04,4.29,5,43,84,22,21,31,13,25,4,56,12,2015
Blackwood Crossing,955,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",2,"['Indie', 'Adventure']","['Full controller support', 'Steam Achievements', 'Female Protagonist', 'First-Person', 'Singleplayer', 'Story Rich', 'Walking Simulator', 'achievements', 'overlay', 'stats']",2017-04-03,3.39,4,18,70,7,76,19,11,3,0,95,4,2017
Project Hospital,61849,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",3,"['Strategy', 'Indie', 'Simulation']","['2D', 'Education', 'Management', 'Singleplayer']",2018-10-29,3.82,4,16,75,8,81,3,12,9,3,87,10,2018
TurnOn,1345,3,"['PC', 'Xbox', 'Apple Macintosh']",2,"['Steam', 'Xbox Store']",4,"['Casual', 'Indie', 'Adventure', 'Action']","['2.5D', 'Captions available', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Cartoon', 'Colorful', 'Cute', 'Difficult', 'Exploration', 'Family Friendly', 'Funny', 'Great Soundtrack', 'Hand-drawn', 'Music', 'Puzzle-Platformer', 'Side Scroller', 'Singleplayer', 'Story Rich', 'steam-trading-cards']",2016-06-01,2.89,4,8,67,5,103,5,0,2,0,108,6,2016
WORLD OF WARSHIPS: LEGENDS,309900,2,"['PlayStation', 'Xbox']",2,"['PlayStation Store', 'Xbox Store']",1,['Action'],"['Military', 'Multiplayer', 'Naval', 'sea', 'session', 'warships']",2019-04-16,3.5,4,8,82,3,103,1,0,3,4,108,4,2019
Sniper Ghost Warrior Contracts,325089,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",2,"['Shooter', 'Action']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'FPS', 'Gore', 'Military', 'Multiplayer', 'Singleplayer', 'Sniper', 'Stealth', 'Violent', 'Online multiplayer']",2019-11-21,3.29,4,21,57,10,56,5,32,9,2,63,11,2019
Transport Fever 2,311735,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",2,"['Strategy', 'Simulation']","['Steam Achievements', 'Steam Workshop', 'Management', 'Singleplayer', 'Trains']",2019-12-12,4.0,4,10,76,4,89,3,12,3,3,95,12,2019
Battlefleet Gothic: Armada 2,60782,1,['PC'],1,['Steam'],1,['Strategy'],"['Steam Achievements', 'Steam Cloud', 'Games Workshop', 'Multiplayer', 'RTS', 'Singleplayer', 'Space', 'Warhammer 40K', 'Online multiplayer', 'cooperative', 'steam-trading-cards']",2019-01-24,3.76,4,17,77,4,84,2,19,3,2,88,1,2019
0RBITALIS,19486,2,"['PC', 'Apple Macintosh']",1,['Steam'],2,"['Indie', 'Simulation']","['Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Physics', 'Singleplayer', 'Space', 'steam-trading-cards']",2015-05-28,3.0,3,6,73,4,107,1,0,1,0,108,5,2015
Fist of The North Star: Lost Paradise,59227,1,['PlayStation'],1,['PlayStation Store'],2,"['Adventure', 'Action']","['Action-Adventure', 'Atmospheric', ""Beat 'em up"", 'Singleplayer', 'role-playing', 'exclusive', 'true exclusive']",2018-10-02,4.09,4,22,72,12,63,7,20,6,4,74,10,2018
Mosaic,10443,7,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'GOG']",3,"['Casual', 'Indie', 'Adventure']","['Full controller support', 'Steam Achievements', 'Atmospheric', 'Singleplayer']",2019-11-01,3.75,4,20,67,8,26,16,53,5,3,45,11,2019
Knights And Bikes,49493,5,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Colorful', 'Co-op', 'Cute', 'Female Protagonist', 'Kickstarter', 'Local Co-Op', 'Online Co-Op', 'Singleplayer', 'cooperative']",2019-08-27,3.36,4,14,80,15,49,3,40,2,2,54,8,2019
Antihero,10458,3,"['PC', 'Android', 'Apple Macintosh']",3,"['Steam', 'GOG', 'Google Play']",2,"['Strategy', 'Indie']","['Steam Achievements', 'Asynchronous Multiplayer', 'Steam Cloud', 'Board Game', 'Local Multiplayer', 'Multiplayer', 'Singleplayer', 'Split Screen', 'Online multiplayer']",2017-07-09,3.44,4,18,81,14,77,3,3,9,3,83,7,2017
The Lord of the Rings Living Card Game,50771,1,['PC'],1,['Steam'],3,"['Casual', 'Strategy', 'Adventure']","['In-App Purchases', 'Early Access', 'Singleplayer']",2019-11-05,2.67,4,6,75,4,102,0,0,2,1,103,11,2019
Narcosis,9751,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'First-Person', 'Great Soundtrack', 'Horror', 'Mystery', 'Singleplayer', 'Surreal', 'Survival Horror', 'Underwater', 'VR', 'Walking Simulator', 'steam-trading-cards']",2017-03-28,3.0,3,7,72,3,91,2,11,0,1,94,3,2017
Oninaki,292845,3,"['PC', 'PlayStation', 'Nintendo']",2,"['Steam', 'Nintendo Store']",2,"['Action', 'RPG']","['Full controller support', 'Steam Achievements', 'RPG', 'Singleplayer', 'Violent', 'role-playing']",2019-08-22,2.83,3,12,70,9,35,4,48,8,3,42,8,2019
Fire,16717,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],3,"['Casual', 'Indie', 'Adventure']","['2D', 'Steam Achievements', 'Steam Cloud', 'Funny', 'Point & Click', 'Short', 'Singleplayer', 'steam-trading-cards']",2015-04-09,3.0,4,11,64,1,98,7,0,1,0,105,4,2015
Sunset,19434,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],4,"['Casual', 'Indie', 'Adventure', 'Simulation']","['Full controller support', 'Steam Achievements', 'Exploration', 'Female Protagonist', 'Kickstarter', 'Romance', 'Singleplayer', 'Story Rich', 'Villain Protagonist', 'Walking Simulator', 'steam-trading-cards']",2015-05-21,3.56,4,9,66,6,88,8,3,2,0,96,5,2015
Leap of Fate,963,3,"['PC', 'PlayStation', 'iOS']",3,"['Steam', 'PlayStation Store', 'App Store']",2,"['Action', 'RPG']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Cyberpunk', 'Difficult', 'Hack and Slash', 'Singleplayer', 'Twin Stick Shooter', 'Roguelite', 'Roguelike', 'steam-trading-cards']",2016-03-30,3.3,4,9,80,4,96,2,1,2,1,99,3,2016
Mega Man X Legacy Collection 2,58999,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",1,['Action'],"['2D', 'Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Classic', 'Great Soundtrack', 'Side Scroller', 'Singleplayer', 'steam-trading-cards']",2018-07-24,3.95,5,20,62,6,70,13,10,5,2,85,7,2018
Goliath,16895,2,"['PC', 'Xbox']",3,"['Steam', 'Xbox Store', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['Full controller support', 'Steam Achievements', 'Crafting', 'Open World', 'Robots', 'RPG', 'Singleplayer', 'Survival', 'achievements', 'controller support', 'steam-trading-cards']",2016-05-11,3.1,3,10,57,3,96,2,0,4,0,98,5,2016
The World Ends with You: Final Remix,51607,1,['Nintendo'],1,['Nintendo Store'],3,"['Adventure', 'Action', 'RPG']",['role-playing'],2018-10-12,3.41,4,17,77,20,8,7,49,9,12,27,10,2018
Fire Emblem Fates: Revelation,27998,1,['Nintendo'],1,['Nintendo Store'],2,"['Strategy', 'RPG']",['role-playing'],2016-03-10,3.64,4,43,88,18,16,42,12,12,4,62,3,2016
LEFT ALIVE,46792,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",2,"['Adventure', 'Action']","['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Atmospheric', 'Futuristic', 'Mechs', 'Sci-fi', 'Singleplayer', 'Stealth', 'Violent', '3rd-Person Perspective', 'steam-trading-cards']",2019-03-05,2.27,1,15,38,10,42,1,44,4,3,46,3,2019
Grand Ages: Medieval,3129,5,"['PC', 'PlayStation', 'iOS', 'Apple Macintosh', 'Linux']",4,"['Steam', 'PlayStation Store', 'App Store', 'GOG']",3,"['Strategy', 'RPG', 'Simulation']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'City Builder', 'Economy', 'Grand Strategy', 'Great Soundtrack', 'Historical', 'Management', 'Medieval', 'Multiplayer', 'Open World', 'Political', 'Politics', 'Resource Management', 'RTS', 'Sandbox', 'Singleplayer', 'Trading', 'War', 'achievements', 'steam-trading-cards', 'stats']",2015-09-24,3.2,3,10,63,4,91,1,2,6,0,92,9,2015
Fade to Silence,50572,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",1,['RPG'],"['Full controller support', 'Early Access', 'Horror', 'RPG', 'cooperative', 'snow']",2019-04-30,3.29,3,17,56,8,50,2,31,10,2,54,4,2019
MLB The Show 17,72,1,['PlayStation'],1,['PlayStation Store'],1,['Sports'],"['Multiplayer', 'Singleplayer', 'exclusive', 'true exclusive']",2017-03-28,4.05,4,22,85,2,73,17,0,9,2,92,3,2017
Leaving Lyndow,13003,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",2,"['Steam', 'PlayStation Store']",2,"['Indie', 'Adventure']","['Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Female Protagonist', 'First-Person', 'Great Soundtrack', 'Singleplayer', 'Walking Simulator', 'steam-trading-cards']",2017-02-08,2.36,1,11,74,5,80,13,3,2,0,93,2,2017
Lemma,19378,1,['PC'],1,['Steam'],3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Female Protagonist', 'First-Person', 'Parkour', 'Singleplayer', 'Voxel', 'VR', 'steam-trading-cards', 'stats']",2015-05-12,3.86,4,7,73,6,93,1,0,3,0,94,5,2015
Alone With You,1438,3,"['PC', 'PlayStation', 'Apple Macintosh']",2,"['Steam', 'PlayStation Store']",2,"['Indie', 'Adventure']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'GameMaker', 'Pixel Graphics', 'Romance', 'Singleplayer', 'Visual Novel', 'steam-trading-cards']",2016-08-23,3.17,4,12,75,8,79,5,5,5,0,84,8,2016
"Warhammer 40,000: Sanctus Reach",12183,1,['PC'],2,"['Steam', 'GOG']",1,['Strategy'],"['Games Workshop', 'Multiplayer', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'Wargame', 'Warhammer 40K', 'steam-trading-cards']",2017-01-18,2.7,3,10,68,6,87,0,3,6,0,87,1,2017
Quern - Undying Thoughts,9535,4,"['PC', 'Xbox', 'Apple Macintosh', 'Linux']",3,"['Steam', 'Xbox Store', 'GOG']",3,"['Indie', 'Adventure', 'Puzzle']","['Captions available', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Classic', 'Difficult', 'Exploration', 'First-Person', 'Great Soundtrack', 'Mystery', 'Point & Click', 'Relaxing', 'Singleplayer', 'Steampunk', 'Story Rich', 'Surreal', 'Walking Simulator', 'achievements', 'steam-trading-cards']",2016-11-27,3.88,4,7,83,4,81,7,5,3,2,90,11,2016
Use Your Words,11165,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Casual', 'Indie']","['Full controller support', 'Steam Achievements', 'Co-op', 'Funny', 'Local Multiplayer', 'Multiplayer', 'Split Screen', 'cooperative', 'party', 'stats', 'board-games']",2017-04-03,3.67,4,15,74,1,87,4,2,6,2,93,4,2017
Splatoon 2: Octo Expansion,58823,1,['Nintendo'],1,['Nintendo Store'],2,"['Shooter', 'Action']","['Multiplayer', 'character', 'escape', 'battle', 'girl']",2018-06-12,4.65,5,43,82,12,21,46,16,3,3,70,6,2018
StarDrive 2,18763,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],2,"['Strategy', 'Indie']","['4X', 'Steam Achievements', 'Management', 'Sci-fi', 'Singleplayer', 'Space', 'Turn-Based', 'steam-trading-cards']",2015-04-09,3.33,3,6,70,3,97,1,0,0,0,98,4,2015
Alwa's Awakening,10940,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",2,"['Indie', 'Adventure']","['2D', 'Captions available', 'Full controller support', 'Steam Achievements', 'Female Protagonist', 'Great Soundtrack', 'Metroidvania', 'Pixel Graphics', 'Retro', 'Singleplayer', 'steam-trading-cards']",2017-02-02,3.33,3,8,71,5,87,4,3,2,0,91,2,2017
Fire Emblem Warriors,27945,1,['Nintendo'],1,['Nintendo Store'],1,['RPG'],"['role-playing', 'exclusive']",2017-10-20,3.61,4,36,72,8,15,36,17,16,8,59,10,2017
The Fall Part 2: Unbound,22105,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Singleplayer', 'role-playing', 'puzzles']",2018-02-12,4.0,4,10,72,8,77,7,6,0,0,84,2,2018
Cobalt,1029,2,"['PC', 'Xbox']",3,"['Steam', 'Xbox Store', 'Xbox 360 Store']",5,"['Shooter', 'Adventure', 'Action', 'Platformer', 'Indie']","['2D', 'Full controller support', '4 Player Local', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Bullet Time', 'Co-op', 'Level Editor', 'Local Multiplayer', 'Multiplayer', 'Robots', 'Sci-fi', 'Side Scroller', 'Singleplayer', 'Split Screen', 'cooperative', 'steam-trading-cards']",2016-02-02,3.08,3,11,69,3,87,1,1,5,1,89,2,2016
Prey - Mooncrash,58780,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Adventure', 'Action']","['Loot', 'Story', 'secrets', 'escape', 'fight', 'challenge', 'moon', 'spy', 'fun']",2018-06-11,3.44,4,25,80,14,10,16,44,8,4,30,6,2018
Don't open the doors!,13348,2,"['PC', 'Apple Macintosh']",1,['Steam'],4,"['Indie', 'Adventure', 'Action', 'RPG']","['2D', 'Full controller support', 'Action-Adventure', 'Action RPG', 'Steam Achievements', 'Atmospheric', 'Choices Matter', 'Colorful', 'Controller', 'Exploration', 'Funny', 'Great Soundtrack', 'Hack and Slash', 'Hand-drawn', 'Isometric', 'Narration', 'RPG', 'Singleplayer', 'Story Rich', 'steam-trading-cards']",2016-11-11,3.75,4,8,68,4,84,4,2,2,0,88,11,2016
